
18/09/2017 18:02:22 (+0200 UTC);138;XXBTZUSD;XETCZUSD;XETCXXBT;0.08
18/09/2017 18:02:24 (+0200 UTC);138;XXBTZUSD;XETCZUSD;XETCXXBT;0.08
18/09/2017 18:02:24 (+0200 UTC);36;XETCZUSD;XETCXXBT;XXBTZUSD;0.08
18/09/2017 18:02:24 (+0200 UTC);112;XETCXXBT;XXBTZUSD;XETCZUSD;0.08
18/09/2017 18:02:26 (+0200 UTC);112;XETCXXBT;XXBTZUSD;XETCZUSD;0.08
18/09/2017 18:02:26 (+0200 UTC);36;XETCZUSD;XETCXXBT;XXBTZUSD;0.08
18/09/2017 18:02:26 (+0200 UTC);138;XXBTZUSD;XETCZUSD;XETCXXBT;0.08
18/09/2017 18:02:28 (+0200 UTC);112;XETCXXBT;XXBTZUSD;XETCZUSD;0.08
18/09/2017 18:02:28 (+0200 UTC);36;XETCZUSD;XETCXXBT;XXBTZUSD;0.08
18/09/2017 18:02:28 (+0200 UTC);138;XXBTZUSD;XETCZUSD;XETCXXBT;0.08
18/09/2017 18:02:30 (+0200 UTC);36;XETCZUSD;XETCXXBT;XXBTZUSD;0.07
18/09/2017 18:02:30 (+0200 UTC);138;XXBTZUSD;XETCZUSD;XETCXXBT;0.07
18/09/2017 18:02:30 (+0200 UTC);112;XETCXXBT;XXBTZUSD;XETCZUSD;0.07
18/09/2017 18:02:32 (+0200 UTC);112;XETCXXBT;XXBTZUSD;XETCZUSD;0.07
18/09/2017 18:02:32 (+0200 UTC);138;XXBTZUSD;XETCZUSD;XETCXXBT;0.07
18/09/2017 18:02:32 (+0200 UTC);36;XETCZUSD;XETCXXBT;XXBTZUSD;0.07
18/09/2017 18:02:36 (+0200 UTC);112;XETCXXBT;XXBTZUSD;XETCZUSD;0.07
18/09/2017 18:02:36 (+0200 UTC);36;XETCZUSD;XETCXXBT;XXBTZUSD;0.07
18/09/2017 18:02:36 (+0200 UTC);138;XXBTZUSD;XETCZUSD;XETCXXBT;0.07
18/09/2017 18:02:34 (+0200 UTC);36;XETCZUSD;XETCXXBT;XXBTZUSD;0.07
18/09/2017 18:02:34 (+0200 UTC);112;XETCXXBT;XXBTZUSD;XETCZUSD;0.07
18/09/2017 18:02:34 (+0200 UTC);138;XXBTZUSD;XETCZUSD;XETCXXBT;0.07
18/09/2017 18:02:38 (+0200 UTC);36;XETCZUSD;XETCXXBT;XXBTZUSD;0.07
18/09/2017 18:02:38 (+0200 UTC);112;XETCXXBT;XXBTZUSD;XETCZUSD;0.07
18/09/2017 18:02:38 (+0200 UTC);138;XXBTZUSD;XETCZUSD;XETCXXBT;0.07
18/09/2017 18:04:24 (+0200 UTC);80;XZECXXBT;XXBTZEUR;XZECZEUR;0.05
18/09/2017 18:04:24 (+0200 UTC);4;XZECZEUR;XZECXXBT;XXBTZEUR;0.05
18/09/2017 18:04:24 (+0200 UTC);122;XXBTZEUR;XZECZEUR;XZECXXBT;0.05
18/09/2017 18:04:26 (+0200 UTC);80;XZECXXBT;XXBTZEUR;XZECZEUR;0.05
18/09/2017 18:04:26 (+0200 UTC);4;XZECZEUR;XZECXXBT;XXBTZEUR;0.05
18/09/2017 18:04:26 (+0200 UTC);122;XXBTZEUR;XZECZEUR;XZECXXBT;0.05
18/09/2017 18:04:28 (+0200 UTC);80;XZECXXBT;XXBTZEUR;XZECZEUR;0.05
18/09/2017 18:04:28 (+0200 UTC);122;XXBTZEUR;XZECZEUR;XZECXXBT;0.05
18/09/2017 18:04:28 (+0200 UTC);4;XZECZEUR;XZECXXBT;XXBTZEUR;0.05
18/09/2017 18:04:30 (+0200 UTC);80;XZECXXBT;XXBTZEUR;XZECZEUR;0.05
18/09/2017 18:04:30 (+0200 UTC);4;XZECZEUR;XZECXXBT;XXBTZEUR;0.05
18/09/2017 18:04:30 (+0200 UTC);122;XXBTZEUR;XZECZEUR;XZECXXBT;0.05
18/09/2017 18:04:52 (+0200 UTC);14;XXBTZEUR;XETHXXBT;XETHZEUR;0.02
18/09/2017 18:04:52 (+0200 UTC);50;XETHZEUR;XXBTZEUR;XETHXXBT;0.02
18/09/2017 18:04:52 (+0200 UTC);141;XETHXXBT;XETHZEUR;XXBTZEUR;0.02
18/09/2017 18:04:54 (+0200 UTC);14;XXBTZEUR;XETHXXBT;XETHZEUR;0.02
18/09/2017 18:04:54 (+0200 UTC);50;XETHZEUR;XXBTZEUR;XETHXXBT;0.02
18/09/2017 18:04:54 (+0200 UTC);141;XETHXXBT;XETHZEUR;XXBTZEUR;0.02
18/09/2017 18:04:56 (+0200 UTC);14;XXBTZEUR;XETHXXBT;XETHZEUR;0.02
18/09/2017 18:04:56 (+0200 UTC);141;XETHXXBT;XETHZEUR;XXBTZEUR;0.02
18/09/2017 18:04:56 (+0200 UTC);50;XETHZEUR;XXBTZEUR;XETHXXBT;0.02
18/09/2017 18:04:58 (+0200 UTC);14;XXBTZEUR;XETHXXBT;XETHZEUR;0.02
18/09/2017 18:04:58 (+0200 UTC);50;XETHZEUR;XXBTZEUR;XETHXXBT;0.02
18/09/2017 18:04:58 (+0200 UTC);141;XETHXXBT;XETHZEUR;XXBTZEUR;0.02
18/09/2017 18:05:00 (+0200 UTC);14;XXBTZEUR;XETHXXBT;XETHZEUR;0.02
18/09/2017 18:05:00 (+0200 UTC);141;XETHXXBT;XETHZEUR;XXBTZEUR;0.02
18/09/2017 18:05:00 (+0200 UTC);50;XETHZEUR;XXBTZEUR;XETHXXBT;0.02
18/09/2017 18:05:02 (+0200 UTC);14;XXBTZEUR;XETHXXBT;XETHZEUR;0.02
18/09/2017 18:05:02 (+0200 UTC);50;XETHZEUR;XXBTZEUR;XETHXXBT;0.02
18/09/2017 18:05:02 (+0200 UTC);141;XETHXXBT;XETHZEUR;XXBTZEUR;0.02
18/09/2017 18:08:11 (+0200 UTC);51;XETHZCAD;XXBTZCAD;XETHXXBT;0.00
18/09/2017 18:08:11 (+0200 UTC);142;XETHXXBT;XETHZCAD;XXBTZCAD;0.00
18/09/2017 18:08:11 (+0200 UTC);23;XXBTZCAD;XETHXXBT;XETHZCAD;0.00
18/09/2017 18:08:13 (+0200 UTC);51;XETHZCAD;XXBTZCAD;XETHXXBT;0.00
18/09/2017 18:08:13 (+0200 UTC);142;XETHXXBT;XETHZCAD;XXBTZCAD;0.00
18/09/2017 18:08:13 (+0200 UTC);23;XXBTZCAD;XETHXXBT;XETHZCAD;0.00
18/09/2017 18:08:15 (+0200 UTC);51;XETHZCAD;XXBTZCAD;XETHXXBT;0.00
18/09/2017 18:08:15 (+0200 UTC);23;XXBTZCAD;XETHXXBT;XETHZCAD;0.00
18/09/2017 18:08:15 (+0200 UTC);142;XETHXXBT;XETHZCAD;XXBTZCAD;0.00
18/09/2017 18:09:45 (+0200 UTC);92;XXMRZEUR;XXBTZEUR;XXMRXXBT;0.02
18/09/2017 18:09:45 (+0200 UTC);159;XXMRXXBT;XXMRZEUR;XXBTZEUR;0.02
18/09/2017 18:09:45 (+0200 UTC);18;XXBTZEUR;XXMRXXBT;XXMRZEUR;0.02
18/09/2017 18:09:47 (+0200 UTC);159;XXMRXXBT;XXMRZEUR;XXBTZEUR;0.02
18/09/2017 18:09:47 (+0200 UTC);92;XXMRZEUR;XXBTZEUR;XXMRXXBT;0.02
18/09/2017 18:09:47 (+0200 UTC);18;XXBTZEUR;XXMRXXBT;XXMRZEUR;0.02
18/09/2017 18:09:49 (+0200 UTC);92;XXMRZEUR;XXBTZEUR;XXMRXXBT;0.02
18/09/2017 18:09:49 (+0200 UTC);159;XXMRXXBT;XXMRZEUR;XXBTZEUR;0.02
18/09/2017 18:09:49 (+0200 UTC);18;XXBTZEUR;XXMRXXBT;XXMRZEUR;0.02
18/09/2017 18:11:45 (+0200 UTC);27;BCHXBT;XXBTZUSD;BCHUSD;0.61
18/09/2017 18:11:45 (+0200 UTC);28;BCHUSD;BCHXBT;XXBTZUSD;0.61
18/09/2017 18:11:45 (+0200 UTC);132;XXBTZUSD;BCHUSD;BCHXBT;0.61
18/09/2017 18:11:47 (+0200 UTC);27;BCHXBT;XXBTZUSD;BCHUSD;0.61
18/09/2017 18:11:47 (+0200 UTC);28;BCHUSD;BCHXBT;XXBTZUSD;0.61
18/09/2017 18:11:47 (+0200 UTC);132;XXBTZUSD;BCHUSD;BCHXBT;0.61
18/09/2017 18:11:49 (+0200 UTC);27;BCHXBT;XXBTZUSD;BCHUSD;0.61
18/09/2017 18:11:49 (+0200 UTC);28;BCHUSD;BCHXBT;XXBTZUSD;0.61
18/09/2017 18:11:49 (+0200 UTC);132;XXBTZUSD;BCHUSD;BCHXBT;0.61
18/09/2017 18:11:49 (+0200 UTC);159;XXMRXXBT;XXMRZEUR;XXBTZEUR;0.02
18/09/2017 18:11:49 (+0200 UTC);18;XXBTZEUR;XXMRXXBT;XXMRZEUR;0.02
18/09/2017 18:11:49 (+0200 UTC);92;XXMRZEUR;XXBTZEUR;XXMRXXBT;0.02
18/09/2017 18:11:51 (+0200 UTC);27;BCHXBT;XXBTZUSD;BCHUSD;0.56
18/09/2017 18:11:51 (+0200 UTC);28;BCHUSD;BCHXBT;XXBTZUSD;0.56
18/09/2017 18:11:51 (+0200 UTC);132;XXBTZUSD;BCHUSD;BCHXBT;0.56
18/09/2017 18:11:53 (+0200 UTC);27;BCHXBT;XXBTZUSD;BCHUSD;0.56
18/09/2017 18:11:53 (+0200 UTC);28;BCHUSD;BCHXBT;XXBTZUSD;0.56
18/09/2017 18:11:53 (+0200 UTC);132;XXBTZUSD;BCHUSD;BCHXBT;0.56
18/09/2017 18:11:55 (+0200 UTC);27;BCHXBT;XXBTZUSD;BCHUSD;0.56
18/09/2017 18:11:55 (+0200 UTC);28;BCHUSD;BCHXBT;XXBTZUSD;0.56
18/09/2017 18:11:55 (+0200 UTC);132;XXBTZUSD;BCHUSD;BCHXBT;0.56
18/09/2017 18:11:57 (+0200 UTC);27;BCHXBT;XXBTZUSD;BCHUSD;0.56
18/09/2017 18:11:57 (+0200 UTC);28;BCHUSD;BCHXBT;XXBTZUSD;0.56
18/09/2017 18:11:57 (+0200 UTC);132;XXBTZUSD;BCHUSD;BCHXBT;0.56
18/09/2017 18:11:59 (+0200 UTC);27;BCHXBT;XXBTZUSD;BCHUSD;0.56
18/09/2017 18:11:59 (+0200 UTC);28;BCHUSD;BCHXBT;XXBTZUSD;0.56
18/09/2017 18:11:59 (+0200 UTC);132;XXBTZUSD;BCHUSD;BCHXBT;0.56
18/09/2017 18:12:01 (+0200 UTC);27;BCHXBT;XXBTZUSD;BCHUSD;0.56
18/09/2017 18:12:01 (+0200 UTC);28;BCHUSD;BCHXBT;XXBTZUSD;0.56
18/09/2017 18:12:01 (+0200 UTC);132;XXBTZUSD;BCHUSD;BCHXBT;0.56
18/09/2017 18:12:03 (+0200 UTC);27;BCHXBT;XXBTZUSD;BCHUSD;0.56
18/09/2017 18:12:03 (+0200 UTC);28;BCHUSD;BCHXBT;XXBTZUSD;0.56
18/09/2017 18:12:03 (+0200 UTC);132;XXBTZUSD;BCHUSD;BCHXBT;0.56
18/09/2017 18:12:05 (+0200 UTC);27;BCHXBT;XXBTZUSD;BCHUSD;0.56
18/09/2017 18:12:05 (+0200 UTC);28;BCHUSD;BCHXBT;XXBTZUSD;0.56
18/09/2017 18:12:05 (+0200 UTC);132;XXBTZUSD;BCHUSD;BCHXBT;0.56
18/09/2017 18:12:07 (+0200 UTC);27;BCHXBT;XXBTZUSD;BCHUSD;0.56
18/09/2017 18:12:07 (+0200 UTC);28;BCHUSD;BCHXBT;XXBTZUSD;0.56
18/09/2017 18:12:07 (+0200 UTC);132;XXBTZUSD;BCHUSD;BCHXBT;0.56
18/09/2017 18:12:11 (+0200 UTC);18;XXBTZEUR;XXMRXXBT;XXMRZEUR;0.04
18/09/2017 18:12:11 (+0200 UTC);159;XXMRXXBT;XXMRZEUR;XXBTZEUR;0.04
18/09/2017 18:12:11 (+0200 UTC);92;XXMRZEUR;XXBTZEUR;XXMRXXBT;0.04
18/09/2017 18:12:13 (+0200 UTC);18;XXBTZEUR;XXMRXXBT;XXMRZEUR;0.04
18/09/2017 18:12:13 (+0200 UTC);92;XXMRZEUR;XXBTZEUR;XXMRXXBT;0.04
18/09/2017 18:12:13 (+0200 UTC);159;XXMRXXBT;XXMRZEUR;XXBTZEUR;0.04
18/09/2017 18:12:15 (+0200 UTC);18;XXBTZEUR;XXMRXXBT;XXMRZEUR;0.04
18/09/2017 18:12:15 (+0200 UTC);92;XXMRZEUR;XXBTZEUR;XXMRXXBT;0.04
18/09/2017 18:12:15 (+0200 UTC);159;XXMRXXBT;XXMRZEUR;XXBTZEUR;0.04
18/09/2017 18:12:57 (+0200 UTC);18;XXBTZEUR;XXMRXXBT;XXMRZEUR;0.12
18/09/2017 18:12:57 (+0200 UTC);92;XXMRZEUR;XXBTZEUR;XXMRXXBT;0.12
18/09/2017 18:12:57 (+0200 UTC);159;XXMRXXBT;XXMRZEUR;XXBTZEUR;0.12
18/09/2017 18:12:59 (+0200 UTC);18;XXBTZEUR;XXMRXXBT;XXMRZEUR;0.12
18/09/2017 18:12:59 (+0200 UTC);159;XXMRXXBT;XXMRZEUR;XXBTZEUR;0.12
18/09/2017 18:12:59 (+0200 UTC);92;XXMRZEUR;XXBTZEUR;XXMRXXBT;0.12
18/09/2017 18:13:01 (+0200 UTC);18;XXBTZEUR;XXMRXXBT;XXMRZEUR;0.12
18/09/2017 18:13:01 (+0200 UTC);159;XXMRXXBT;XXMRZEUR;XXBTZEUR;0.12
18/09/2017 18:13:01 (+0200 UTC);92;XXMRZEUR;XXBTZEUR;XXMRXXBT;0.12
18/09/2017 18:13:03 (+0200 UTC);18;XXBTZEUR;XXMRXXBT;XXMRZEUR;0.12
18/09/2017 18:13:03 (+0200 UTC);159;XXMRXXBT;XXMRZEUR;XXBTZEUR;0.12
18/09/2017 18:13:03 (+0200 UTC);92;XXMRZEUR;XXBTZEUR;XXMRXXBT;0.12
18/09/2017 18:13:05 (+0200 UTC);18;XXBTZEUR;XXMRXXBT;XXMRZEUR;0.12
18/09/2017 18:13:05 (+0200 UTC);159;XXMRXXBT;XXMRZEUR;XXBTZEUR;0.12
18/09/2017 18:13:05 (+0200 UTC);92;XXMRZEUR;XXBTZEUR;XXMRXXBT;0.12
18/09/2017 18:13:07 (+0200 UTC);18;XXBTZEUR;XXMRXXBT;XXMRZEUR;0.12
18/09/2017 18:13:07 (+0200 UTC);159;XXMRXXBT;XXMRZEUR;XXBTZEUR;0.12
18/09/2017 18:13:07 (+0200 UTC);92;XXMRZEUR;XXBTZEUR;XXMRXXBT;0.12
18/09/2017 18:13:09 (+0200 UTC);18;XXBTZEUR;XXMRXXBT;XXMRZEUR;0.12
18/09/2017 18:13:09 (+0200 UTC);159;XXMRXXBT;XXMRZEUR;XXBTZEUR;0.12
18/09/2017 18:13:09 (+0200 UTC);92;XXMRZEUR;XXBTZEUR;XXMRXXBT;0.12
18/09/2017 18:13:13 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.44
18/09/2017 18:13:13 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.44
18/09/2017 18:13:13 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.44
18/09/2017 18:13:17 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.44
18/09/2017 18:13:17 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.44
18/09/2017 18:13:17 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.44
18/09/2017 18:13:19 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.44
18/09/2017 18:13:19 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.44
18/09/2017 18:13:19 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.44
18/09/2017 18:13:53 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.01
18/09/2017 18:13:53 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.01
18/09/2017 18:13:53 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.01
18/09/2017 18:13:55 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.01
18/09/2017 18:13:55 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.01
18/09/2017 18:13:55 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.01
18/09/2017 18:13:57 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.01
18/09/2017 18:13:57 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.01
18/09/2017 18:13:57 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.01
18/09/2017 18:13:59 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.01
18/09/2017 18:13:59 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.01
18/09/2017 18:13:59 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.01
18/09/2017 18:14:01 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.01
18/09/2017 18:14:01 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.01
18/09/2017 18:14:01 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.01
18/09/2017 18:15:39 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.10
18/09/2017 18:15:39 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.10
18/09/2017 18:15:39 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.10
18/09/2017 18:15:41 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.10
18/09/2017 18:15:41 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.10
18/09/2017 18:15:41 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.10
18/09/2017 18:15:43 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.10
18/09/2017 18:15:43 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.10
18/09/2017 18:15:43 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.10
18/09/2017 18:15:45 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.11
18/09/2017 18:15:45 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.11
18/09/2017 18:15:45 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.11
18/09/2017 18:15:47 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.11
18/09/2017 18:15:47 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.11
18/09/2017 18:15:47 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.11
18/09/2017 18:15:49 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.11
18/09/2017 18:15:49 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.11
18/09/2017 18:15:49 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.11
18/09/2017 18:15:51 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.11
18/09/2017 18:15:51 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.11
18/09/2017 18:15:51 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.11
18/09/2017 18:16:11 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.29
18/09/2017 18:16:11 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.29
18/09/2017 18:16:11 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.29
18/09/2017 18:16:13 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.29
18/09/2017 18:16:13 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.29
18/09/2017 18:16:13 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.29
18/09/2017 18:16:15 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.29
18/09/2017 18:16:15 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.29
18/09/2017 18:16:15 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.29
18/09/2017 18:16:17 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.29
18/09/2017 18:16:17 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.29
18/09/2017 18:16:17 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.29
18/09/2017 18:16:19 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.29
18/09/2017 18:16:19 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.29
18/09/2017 18:16:19 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.29
18/09/2017 18:16:21 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.29
18/09/2017 18:16:21 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.29
18/09/2017 18:16:21 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.29
18/09/2017 18:16:23 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.29
18/09/2017 18:16:23 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.29
18/09/2017 18:16:23 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.29
18/09/2017 18:16:25 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.29
18/09/2017 18:16:25 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.29
18/09/2017 18:16:25 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.29
18/09/2017 18:16:41 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.29
18/09/2017 18:16:41 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.29
18/09/2017 18:16:41 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.29
18/09/2017 18:16:44 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.29
18/09/2017 18:16:44 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.29
18/09/2017 18:16:44 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.29
18/09/2017 18:16:46 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.29
18/09/2017 18:16:46 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.29
18/09/2017 18:16:46 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.29
18/09/2017 18:16:48 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;0.29
18/09/2017 18:16:48 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;0.29
18/09/2017 18:16:48 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;0.29
18/09/2017 18:17:06 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;1.08
18/09/2017 18:17:06 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;1.08
18/09/2017 18:17:06 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;1.08
18/09/2017 18:17:08 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;1.08
18/09/2017 18:17:08 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;1.08
18/09/2017 18:17:08 (+0200 UTC);173;XMLNXXBT;XETHXXBT;XMLNXETH;1.08
18/09/2017 18:17:10 (+0200 UTC);151;XETHXXBT;XMLNXETH;XMLNXXBT;1.08
18/09/2017 18:17:10 (+0200 UTC);75;XMLNXETH;XMLNXXBT;XETHXXBT;1.08
